symbol,token_address,latest_hour,latest_price,sixty_day_price,sixty_d_return,rolling_7d_avg,rolling_30d_avg,volume,average_order,__row_index,original_latest_hour
SPA,0x5575552988a3a80504bbaeb1311674fcfd40ad4b,2025-02-06 09:00:00+00:00,0.02846826,0.01525902,0.865667651,0.02688283645,0.01779490892,3209232.1,126.802011142,0,2025-02-06 09:00:00+00:00
USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,2025-02-06 09:00:00+00:00,1.002,0.999683,0.002317734722,1.000136734,1.000004237,802701388.92,806.241595767,1,2025-02-06 09:00:00+00:00
