symbol,token_address,latest_hour,latest_price,sixty_day_price,sixty_d_return,rolling_7d_avg,rolling_30d_avg,volume,average_order,__row_index,original_latest_hour
SPA,0x5575552988a3a80504bbaeb1311674fcfd40ad4b,2025-02-06 11:00:00+00:00,0.02811392,0.01525902,0.8424459762,0.02697866675,0.01783126877,3209232.1,126.802011142,0,2025-02-06 11:00:00+00:00
USDC,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,2025-02-06 11:00:00+00:00,1.001,0.999683,0.001317417621,1.000135361,1.000005886,802701388.92,806.241595767,1,2025-02-06 11:00:00+00:00
