hour,symbol,price,__row_index
2024-12-13T06:00:00.000Z,AERO,2.16,0
2024-12-13T06:00:00.000Z,CBETH,4252.56,1
2024-12-13T06:00:00.000Z,TBTC,99779.0,2
2024-12-13T06:00:00.000Z,WELL,0.079943,3
2024-12-13T06:00:00.000Z,WETH,3922.31,4
2024-12-13T05:00:00.000Z,AERO,2.17,5
2024-12-13T05:00:00.000Z,CBETH,4272.09,6
2024-12-13T05:00:00.000Z,TBTC,99482.0,7
2024-12-13T05:00:00.000Z,WELL,0.080037,8
2024-12-13T05:00:00.000Z,WETH,3934.58,9
2024-12-13T04:00:00.000Z,AERO,2.16,10
2024-12-13T04:00:00.000Z,CBETH,4255.37,11
2024-12-13T04:00:00.000Z,TBTC,99675.0,12
2024-12-13T04:00:00.000Z,WELL,0.079685,13
2024-12-13T04:00:00.000Z,WETH,3915.67,14
2024-12-13T03:00:00.000Z,AERO,2.15,15
2024-12-13T03:00:00.000Z,CBETH,4201.88,16
2024-12-13T03:00:00.000Z,TBTC,98992.0,17
2024-12-13T03:00:00.000Z,WELL,0.07891,18
2024-12-13T03:00:00.000Z,WETH,3862.72,19
2024-12-13T02:00:00.000Z,AERO,2.16,20
2024-12-13T02:00:00.000Z,CBETH,4233.11,21
2024-12-13T02:00:00.000Z,TBTC,100467.0,22
2024-12-13T02:00:00.000Z,WELL,0.080135,23
2024-12-13T02:00:00.000Z,WETH,3898.19,24
2024-12-13T01:00:00.000Z,AERO,2.16,25
2024-12-13T01:00:00.000Z,CBETH,4205.31,26
2024-12-13T01:00:00.000Z,TBTC,99856.0,27
2024-12-13T01:00:00.000Z,WELL,0.080313,28
2024-12-13T01:00:00.000Z,WETH,3879.03,29
2024-12-13T00:00:00.000Z,AERO,2.18,30
2024-12-13T00:00:00.000Z,CBETH,4213.63,31
2024-12-13T00:00:00.000Z,TBTC,100245.0,32
2024-12-13T00:00:00.000Z,WELL,0.080256,33
2024-12-13T00:00:00.000Z,WETH,3882.91,34
2024-12-12T23:00:00.000Z,AERO,2.18,35
2024-12-12T23:00:00.000Z,CBETH,4205.58,36
2024-12-12T23:00:00.000Z,TBTC,99664.0,37
2024-12-12T23:00:00.000Z,WELL,0.080121,38
2024-12-12T23:00:00.000Z,WETH,3875.22,39
2024-12-12T22:00:00.000Z,AERO,2.2,40
2024-12-12T22:00:00.000Z,CBETH,4217.28,41
2024-12-12T22:00:00.000Z,TBTC,100048.0,42
2024-12-12T22:00:00.000Z,WELL,0.080602,43
2024-12-12T22:00:00.000Z,WETH,3883.58,44
2024-12-12T21:00:00.000Z,AERO,2.22,45
2024-12-12T21:00:00.000Z,CBETH,4202.87,46
2024-12-12T21:00:00.000Z,TBTC,99944.0,47
2024-12-12T21:00:00.000Z,WELL,0.081126,48
2024-12-12T21:00:00.000Z,WETH,3887.97,49
2024-12-12T20:00:00.000Z,AERO,2.28,50
2024-12-12T20:00:00.000Z,CBETH,4254.73,51
2024-12-12T20:00:00.000Z,TBTC,100774.0,52
2024-12-12T20:00:00.000Z,WELL,0.083656,53
2024-12-12T20:00:00.000Z,WETH,3922.43,54
2024-12-12T19:00:00.000Z,AERO,2.28,55
2024-12-12T19:00:00.000Z,CBETH,4277.85,56
2024-12-12T19:00:00.000Z,TBTC,101235.0,57
2024-12-12T19:00:00.000Z,WELL,0.084063,58
2024-12-12T19:00:00.000Z,WETH,3944.66,59
2024-12-12T18:00:00.000Z,AERO,2.29,60
2024-12-12T18:00:00.000Z,CBETH,4275.19,61
2024-12-12T18:00:00.000Z,TBTC,101231.0,62
2024-12-12T18:00:00.000Z,WELL,0.083461,63
2024-12-12T18:00:00.000Z,WETH,3942.0,64
2024-12-12T17:00:00.000Z,AERO,2.3,65
2024-12-12T17:00:00.000Z,CBETH,4301.65,66
2024-12-12T17:00:00.000Z,TBTC,101332.0,67
2024-12-12T17:00:00.000Z,WELL,0.083887,68
2024-12-12T17:00:00.000Z,WETH,3954.87,69
2024-12-12T16:00:00.000Z,AERO,2.28,70
2024-12-12T16:00:00.000Z,CBETH,4294.47,71
2024-12-12T16:00:00.000Z,TBTC,100978.0,72
2024-12-12T16:00:00.000Z,WELL,0.084349,73
2024-12-12T16:00:00.000Z,WETH,3960.07,74
2024-12-12T15:00:00.000Z,AERO,2.27,75
2024-12-12T15:00:00.000Z,CBETH,4268.57,76
2024-12-12T15:00:00.000Z,TBTC,100714.0,77
2024-12-12T15:00:00.000Z,WELL,0.08394,78
2024-12-12T15:00:00.000Z,WETH,3942.35,79
2024-12-12T14:00:00.000Z,AERO,2.23,80
2024-12-12T14:00:00.000Z,CBETH,4275.85,81
2024-12-12T14:00:00.000Z,TBTC,100754.0,82
2024-12-12T14:00:00.000Z,WELL,0.083727,83
2024-12-12T14:00:00.000Z,WETH,3943.95,84
2024-12-12T13:00:00.000Z,AERO,2.19,85
2024-12-12T13:00:00.000Z,CBETH,4241.31,86
2024-12-12T13:00:00.000Z,TBTC,100169.0,87
2024-12-12T13:00:00.000Z,WELL,0.083334,88
2024-12-12T13:00:00.000Z,WETH,3910.2,89
2024-12-12T12:00:00.000Z,AERO,2.18,90
2024-12-12T12:00:00.000Z,CBETH,4241.54,91
2024-12-12T12:00:00.000Z,TBTC,100277.0,92
2024-12-12T12:00:00.000Z,WELL,0.083243,93
2024-12-12T12:00:00.000Z,WETH,3916.46,94
2024-12-12T11:00:00.000Z,AERO,2.2,95
2024-12-12T11:00:00.000Z,CBETH,4265.78,96
2024-12-12T11:00:00.000Z,TBTC,100838.0,97
2024-12-12T11:00:00.000Z,WELL,0.084062,98
2024-12-12T11:00:00.000Z,WETH,3930.54,99
2024-12-12T10:00:00.000Z,AERO,2.2,100
2024-12-12T10:00:00.000Z,CBETH,4246.38,101
2024-12-12T10:00:00.000Z,TBTC,100575.0,102
2024-12-12T10:00:00.000Z,WELL,0.083778,103
2024-12-12T10:00:00.000Z,WETH,3913.7,104
2024-12-12T09:00:00.000Z,AERO,2.2,105
2024-12-12T09:00:00.000Z,CBETH,4241.7,106
2024-12-12T09:00:00.000Z,TBTC,100078.0,107
2024-12-12T09:00:00.000Z,WELL,0.084104,108
2024-12-12T09:00:00.000Z,WETH,3909.01,109
2024-12-12T08:00:00.000Z,AERO,2.2,110
2024-12-12T08:00:00.000Z,CBETH,4254.69,111
2024-12-12T08:00:00.000Z,TBTC,100286.0,112
2024-12-12T08:00:00.000Z,WELL,0.084797,113
2024-12-12T08:00:00.000Z,WETH,3928.2,114
2024-12-12T07:00:00.000Z,AERO,2.21,115
2024-12-12T07:00:00.000Z,CBETH,4265.74,116
2024-12-12T07:00:00.000Z,TBTC,100635.0,117
2024-12-12T07:00:00.000Z,WELL,0.085212,118
2024-12-12T07:00:00.000Z,WETH,3930.72,119
2024-12-12T06:00:00.000Z,AERO,2.2,120
2024-12-12T06:00:00.000Z,CBETH,4232.61,121
2024-12-12T06:00:00.000Z,TBTC,100421.0,122
2024-12-12T06:00:00.000Z,WELL,0.084464,123
2024-12-12T06:00:00.000Z,WETH,3899.34,124
2024-12-12T05:00:00.000Z,AERO,2.23,125
2024-12-12T05:00:00.000Z,CBETH,4250.08,126
2024-12-12T05:00:00.000Z,TBTC,100982.0,127
2024-12-12T05:00:00.000Z,WELL,0.084822,128
2024-12-12T05:00:00.000Z,WETH,3943.64,129
2024-12-12T04:00:00.000Z,AERO,2.21,130
2024-12-12T04:00:00.000Z,CBETH,4153.97,131
2024-12-12T04:00:00.000Z,TBTC,100723.0,132
2024-12-12T04:00:00.000Z,WELL,0.082346,133
2024-12-12T04:00:00.000Z,WETH,3834.71,134
2024-12-12T03:00:00.000Z,AERO,2.16,135
2024-12-12T03:00:00.000Z,CBETH,4135.9,136
2024-12-12T03:00:00.000Z,TBTC,100329.0,137
2024-12-12T03:00:00.000Z,WELL,0.081304,138
2024-12-12T03:00:00.000Z,WETH,3814.12,139
2024-12-12T02:00:00.000Z,AERO,2.18,140
2024-12-12T02:00:00.000Z,CBETH,4142.03,141
2024-12-12T02:00:00.000Z,TBTC,100434.0,142
2024-12-12T02:00:00.000Z,WELL,0.081812,143
