symbol,token_address,latest_hour,latest_price,sixty_day_price,sixty_d_return,rolling_7d_avg,rolling_30d_avg,volume,average_order,__row_index
COW,0x177127622c4a00f3d409b75571e12cb3c8973d3c,2024-12-15 12:00:00+00:00,0.666903,0.283982,1.348398842,0.5441812899,0.4422902205,9437428.06,152.711662972,0
OLAS,0xce11e14225575945b8e6dc0d4f2dd4c570f79d9f,2024-12-15 12:00:00+00:00,2.18,1.15,0.8956521739,1.961360947,1.902565881,5226596.33,262.511116524,1
GNO,0x9c58bacc331c9aa871afd802db6379a98e80cedb,2024-12-15 12:00:00+00:00,283.22,178.1,0.5902302077,281.502426036,273.206768377,24778810.22,140.59058951,2
WBTC,0x8e5bbbb09ed1ebde8674cda39a0c169401db4252,2024-12-15 12:00:00+00:00,102133.0,66349.0,0.539329907,99330.585798817,96402.292649098,1935091.34,69.33077783,3
WETH,0x6a023ccd1ff6f2045c3309768ead9e68f978f6e1,2024-12-15 12:00:00+00:00,3869.41,2595.63,0.4907402057,3845.240532544,3565.685020804,49288770.48,179.264486197,4
