id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
ethereum,eth,Ethereum,https://coin-images.coingecko.com/coins/images/279/large/ethereum.png?1696501628,4036.61,486409739156,2,486409739156,44738969492,4081.83,3891.09,101.1,2.56881,12905652391,2.72556,120451108.8904337,120451108.8904337,,4878.26,-17.42364,2021-11-10T14:24:19.604Z,0.432979,930266.43831,2015-10-20T00:00:00.000Z,"{'times': 49.503920754923534, 'currency': 'btc', 'percentage': 4950.392075492354}",2024-12-17T03:53:51.636Z
