Date,HYG_Close,HYG_Volume
2020-03-23,53.79999923706055,48862100
2020-03-24,56.01847457885742,51304000
2020-03-25,57.594146728515625,45692600
2020-03-26,60.22809600830078,41965200
2020-03-27,60.38485336303711,66536800
2020-03-30,60.90224075317383,35016900
2020-03-31,60.41624450683594,31103400
2020-04-01,58.75779342651367,36859100
2020-04-02,59.21476364135742,31824800
2020-04-03,57.94631576538086,39986200
2020-04-06,59.356536865234375,32347800
2020-04-07,59.356536865234375,35120800
2020-04-08,60.90074157714844,46291400
2020-04-09,64.88724517822266,88846900
2020-04-13,63.957603454589844,40390500
2020-04-14,64.2254409790039,37632800
2020-04-15,63.62668228149414,34367500
2020-04-16,63.56367874145508,25821900
2020-04-17,63.886688232421875,38251800
2020-04-20,62.9255256652832,24676200
2020-04-21,61.77528381347656,42335600
2020-04-22,62.318851470947266,15720900
2020-04-23,62.287349700927734,23896700
2020-04-24,61.7043571472168,37915200
2020-04-27,61.95644760131836,20550700
2020-04-28,62.145545959472656,23927600
2020-04-29,63.24065399169922,34838300
2020-04-30,63.366729736328125,34636000
2020-05-01,62.273681640625,31859400
2020-05-04,62.18661117553711,20400900
2020-05-05,62.72480010986328,26484200
2020-05-06,62.36867141723633,18823300
2020-05-07,62.52696990966797,19581700
2020-05-08,63.12055969238281,21770400
2020-05-11,62.83562088012695,14285100
2020-05-12,62.75650405883789,25332700
2020-05-13,62.42405319213867,29962000
2020-05-14,62.21036911010742,30429100
2020-05-15,62.29744338989258,34133400
2020-05-18,63.397586822509766,31900200
2020-05-19,63.47672653198242,18536500
2020-05-20,64.14949035644531,36053700
2020-05-21,64.1336441040039,23307300
2020-05-22,64.29194641113281,11311900
2020-05-26,64.7747573852539,27673800
2020-05-27,64.9093017578125,24905000
2020-05-28,64.97259521484375,23282500
2020-05-29,65.23382568359375,32189000
2020-06-01,65.72724151611328,46987000
2020-06-02,66.3788070678711,35930900
2020-06-03,66.68870544433594,35991000
2020-06-04,66.48211669921875,36405800
2020-06-05,67.10981750488281,35306500
2020-06-08,67.18925476074219,20493100
2020-06-09,66.66486358642578,28412400
2020-06-10,66.5694808959961,36663100
2020-06-11,64.86113739013672,48794500
2020-06-12,65.5047607421875,36156800
2020-06-15,66.14043426513672,39432300
2020-06-16,66.41058349609375,40976300
2020-06-17,66.10069274902344,17066700
2020-06-18,66.07685089111328,22223600
2020-06-19,65.85438537597656,32037600
2020-06-22,65.80668640136719,21536000
2020-06-23,65.90204620361328,17438000
2020-06-24,65.22665405273438,43720600
2020-06-25,65.2505111694336,31159700
2020-06-26,64.6307144165039,33705800
2020-06-29,64.26521301269531,76540200
2020-06-30,64.85321044921875,40554300
2020-07-01,65.05510711669922,28799100
2020-07-02,65.53387451171875,30623300
2020-07-06,66.00462341308594,22888200
2020-07-07,65.56575775146484,22408000
2020-07-08,65.74129486083984,21155700
2020-07-09,65.5976791381836,21655600
2020-07-10,65.82109832763672,17903400
2020-07-13,65.46202850341797,20039400
2020-07-14,66.02057647705078,31929700
2020-07-15,66.39561462402344,21291300
2020-07-16,66.45942687988281,17570400
2020-07-17,66.64297485351562,22863700
2020-07-20,67.04193115234375,16701600
2020-07-21,67.35311889648438,22331600
2020-07-22,67.4887924194336,15251400
2020-07-23,67.44091796875,28434900
2020-07-24,67.50473022460938,14977500
2020-07-27,67.664306640625,12931500
2020-07-28,67.4887924194336,14862900
2020-07-29,67.86380004882812,18012800
2020-07-30,68.0074462890625,54812400
2020-07-31,68.13509368896484,28623100
2020-08-03,68.15190887451172,17480600
2020-08-04,68.1279067993164,17120700
2020-08-05,68.24807739257812,14566000
2020-08-06,68.4002914428711,13258600
2020-08-07,68.23202514648438,14289900
2020-08-10,68.26407623291016,13708700
2020-08-11,67.64720916748047,20535400
2020-08-12,67.66322326660156,18003400
2020-08-13,67.4789810180664,28444900
2020-08-14,67.35879516601562,14072300
2020-08-17,67.75938415527344,13756500
2020-08-18,67.8635025024414,24900300
2020-08-19,67.67124938964844,18738300
2020-08-20,67.89555358886719,19912800
2020-08-21,67.88754272460938,17570600
2020-08-24,68.19998168945312,16058100
2020-08-25,68.2720718383789,24018600
2020-08-26,68.26407623291016,16243100
2020-08-27,68.15991973876953,19861800
2020-08-28,68.21599578857422,14418500
2020-08-31,68.119873046875,21473800
2020-09-01,68.49067687988281,22774200
2020-09-02,68.57115173339844,15878600
2020-09-03,68.1447982788086,34169800
2020-09-04,67.95979309082031,36087300
2020-09-08,67.5817642211914,34967600
2020-09-09,68.11260986328125,32976800
2020-09-10,67.7908706665039,32866300
2020-09-11,67.92765045166016,20807100
2020-09-14,67.85525512695312,28958000
2020-09-15,68.04022979736328,22176900
2020-09-16,68.04022979736328,26951200
2020-09-17,67.96782684326172,25752400
2020-09-18,67.79895782470703,29891800
2020-09-21,67.25196838378906,42968900
2020-09-22,67.48526000976562,41396800
2020-09-23,66.80154418945312,39577800
2020-09-24,66.84175109863281,38755800
2020-09-25,66.72111511230469,36032200
2020-09-28,67.15542602539062,20277000
2020-09-29,67.21175384521484,20243400
2020-09-30,67.48526000976562,28797600
2020-10-01,67.71708679199219,31098000
2020-10-02,67.71708679199219,26284300
2020-10-05,68.2259750366211,27394000
2020-10-06,68.07252502441406,37848500
2020-10-07,68.31483459472656,20968200
2020-10-08,68.46831512451172,18738800
2020-10-09,68.6218032836914,21287800
2020-10-12,68.96912384033203,10503400
2020-10-13,68.66218566894531,25183100
2020-10-14,68.49256134033203,31620600
2020-10-15,68.444091796875,32232100
2020-10-16,68.36328887939453,27456900
2020-10-19,68.1209716796875,20998100
2020-10-20,68.36328887939453,27650700
2020-10-21,68.355224609375,26901600
2020-10-22,68.47640228271484,28977800
2020-10-23,68.5571517944336,20734700
2020-10-26,67.95130920410156,50102400
2020-10-27,67.98367309570312,30880900
2020-10-28,67.41817474365234,45794300
2020-10-29,67.61204528808594,37112600
2020-10-30,67.75745391845703,36801700
2020-11-02,67.91890716552734,25665400
2020-11-03,68.50301361083984,39777600
2020-11-04,69.14390563964844,57673400
2020-11-05,69.38726806640625,55079000
2020-11-06,69.14390563964844,25953400
2020-11-09,69.67121124267578,59347100
2020-11-10,69.57389068603516,39295700
2020-11-11,69.5495376586914,14416200
2020-11-12,69.07901000976562,43300100
2020-11-13,69.31426239013672,20277100
2020-11-16,69.70367431640625,28350400
2020-11-17,69.72801971435547,23747100
2020-11-18,69.59822082519531,22098900
2020-11-19,69.83348083496094,21704200
2020-11-20,69.70367431640625,48530200
2020-11-23,69.80913543701172,23790600
2020-11-24,70.02006530761719,26080100
2020-11-25,69.98762512207031,26510900
2020-11-27,70.1011734008789,7338500
2020-11-30,70.02820587158203,24256900
2020-12-01,70.20818328857422,26256700
2020-12-02,70.40364837646484,23705000
2020-12-03,70.44440460205078,20748400
2020-12-04,70.73760223388672,19362000
2020-12-07,70.70501708984375,17811300
2020-12-08,70.64802551269531,21408300
2020-12-09,70.54210662841797,36608500
2020-12-10,70.67244720458984,24251500
2020-12-11,70.59913635253906,17699600
2020-12-14,70.61541748046875,20705200
2020-12-15,70.83534240722656,25052800
2020-12-16,70.72945404052734,42386700
2020-12-17,70.83494567871094,23911400
2020-12-18,70.8922119140625,26741200
2020-12-21,70.638671875,30308300
2020-12-22,70.72864532470703,21975100
2020-12-23,71.04761505126953,15913900
2020-12-24,71.19483947753906,7327300
2020-12-28,71.2847671508789,22575500
2020-12-29,71.19483947753906,22893000
2020-12-30,71.342041015625,21080100
2020-12-31,71.3993148803711,12059900
2021-01-04,71.25208282470703,34528300
2021-01-05,71.276611328125,33725500
2021-01-06,71.145751953125,37148100
2021-01-07,71.35018920898438,25868200
2021-01-08,71.45652770996094,27403600
2021-01-11,71.07212829589844,26608000
2021-01-12,71.16207122802734,41746100
2021-01-13,71.37474060058594,47710300
2021-01-14,71.3583984375,25484800
2021-01-15,71.24391174316406,48134800
2021-01-19,71.44837951660156,24270500
2021-01-20,71.57921600341797,24534700
2021-01-21,71.53832244873047,20451400
2021-01-22,71.3993148803711,26615900
2021-01-25,71.41565704345703,28718200
2021-01-26,71.30929565429688,39103500
2021-01-27,71.1048812866211,46378600
2021-01-28,71.31748962402344,38836200
2021-01-29,71.12939453125,46095900
2021-02-01,71.3575668334961,35620700
2021-02-02,71.52996826171875,29522300
2021-02-03,71.58744812011719,31911000
2021-02-04,71.73516845703125,21181100
2021-02-05,71.8418960571289,21653100
2021-02-08,72.05531311035156,16590100
2021-02-09,71.9239730834961,14404300
2021-02-10,71.90754699707031,20469400
2021-02-11,71.94039154052734,17047200
2021-02-12,72.05531311035156,17800100
2021-02-16,71.94039154052734,22264400
2021-02-17,71.91577911376953,20276700
2021-02-18,71.81726837158203,26366700
2021-02-19,71.82548522949219,28124800
2021-02-22,71.60385131835938,25455400
2021-02-23,71.77625274658203,29015900
2021-02-24,71.8501205444336,21791800
2021-02-25,71.16879272460938,59413400
2021-02-26,70.95535278320312,46615300
2021-03-01,71.75199127197266,48014200
2021-03-02,71.6448745727539,23988500
2021-03-03,71.41422271728516,30197000
2021-03-04,71.14236450195312,49020300
2021-03-05,71.35658264160156,46950100
2021-03-08,70.8375473022461,39868700
2021-03-09,70.93641662597656,31441100
2021-03-10,71.15882110595703,23776600
2021-03-11,71.42245483398438,27728500
2021-03-12,71.2247543334961,21842000
2021-03-15,71.23299407958984,14719400
2021-03-16,71.06822204589844,22931400
2021-03-17,71.16706848144531,28345800
2021-03-18,70.62336730957031,37150300
2021-03-19,70.8952407836914,47467800
2021-03-22,71.1506118774414,32979500
2021-03-23,71.2247543334961,24705800
2021-03-24,71.26594543457031,31374500
2021-03-25,71.38951873779297,24070300
2021-03-26,71.60370635986328,25948000
2021-03-29,71.6448745727539,17447500
2021-03-30,71.47189331054688,19622100
2021-03-31,71.81787872314453,41604700
2021-04-01,71.96994018554688,30806600
2021-04-05,72.00303649902344,20758300
2021-04-06,72.12702941894531,15367900
2021-04-07,72.10222625732422,15645400
2021-04-08,72.12702941894531,11052100
2021-04-09,72.07740020751953,17413100
2021-04-12,72.00303649902344,15464500
2021-04-13,72.05261993408203,20643500
2021-04-14,72.0195541381836,17992800
2021-04-15,72.3088607788086,20944400
2021-04-16,72.16007995605469,32509300
2021-04-19,72.04434967041016,23904900
2021-04-20,71.92034149169922,22901000
2021-04-21,72.16007995605469,19527000
2021-04-22,72.02783203125,18506500
2021-04-23,72.21795654296875,14388700
2021-04-26,72.18486785888672,12746100
2021-04-27,72.08570098876953,17660600
2021-04-28,72.22618865966797,14795000
2021-04-29,72.3088607788086,17152900
2021-04-30,72.27581024169922,23367500
2021-05-03,72.3039779663086,15782400
2021-05-04,72.26251220703125,23089700
2021-05-05,72.40353393554688,13676300
2021-05-06,72.37863159179688,23110100
2021-05-07,72.42840576171875,17872700
2021-05-10,72.26251220703125,16580800
2021-05-11,72.18789672851562,28683600
2021-05-12,71.83955383300781,31630100
2021-05-13,72.09663391113281,28689600
2021-05-14,72.32887268066406,22550800
2021-05-17,72.19619750976562,13545000
2021-05-18,72.02201080322266,16447500
2021-05-19,71.83124542236328,34701000
2021-05-20,72.13812255859375,28013700
2021-05-21,72.2459487915039,36466200
2021-05-24,72.32887268066406,24277800
2021-05-25,72.33716583251953,15466600
2021-05-26,72.36204528808594,14354900
2021-05-27,72.32887268066406,12682100
2021-05-28,72.3039779663086,15464100
2021-06-01,72.52119445800781,22655300
2021-06-02,72.61272430419922,13698300
2021-06-03,72.46292114257812,16701800
2021-06-04,72.62104797363281,26829200
2021-06-07,72.64600372314453,9189800
2021-06-08,72.69593811035156,10983900
2021-06-09,72.75418853759766,13232200
2021-06-10,72.8873062133789,15290000
2021-06-11,72.91228485107422,12559600
2021-06-14,72.84571075439453,19408600
2021-06-15,72.83739471435547,16037000
2021-06-16,72.73751068115234,21267200
2021-06-17,72.78744506835938,21099000
2021-06-18,72.75418853759766,35134500
2021-06-21,72.89566040039062,21265000
2021-06-22,72.945556640625,14604400
2021-06-23,72.87067413330078,16583100
2021-06-24,73.09532928466797,12722300
2021-06-25,73.17024993896484,16175000
2021-06-28,73.16191101074219,16019300
2021-06-29,73.25348663330078,12728000
2021-06-30,73.26181030273438,26093500
2021-07-01,73.40538787841797,31932400
2021-07-02,73.52227783203125,11464800
2021-07-06,73.48055267333984,17784300
2021-07-07,73.50559997558594,11463700
2021-07-08,73.3469467163086,21936400
2021-07-09,73.47216796875,17698100
2021-07-12,73.44715881347656,17546700
2021-07-13,73.23007202148438,26938600
2021-07-14,73.3469467163086,16100200
2021-07-15,73.29685974121094,16384800
2021-07-16,73.19667053222656,17820400
2021-07-19,72.70407104492188,54224700
2021-07-20,73.07141876220703,26941300
2021-07-21,73.24678802490234,18522600
2021-07-22,73.28849792480469,17110500
2021-07-23,73.43042755126953,19441000
2021-07-26,73.32190704345703,15282700
2021-07-27,73.22171783447266,19919000
2021-07-28,73.2801513671875,15129200
2021-07-29,73.43878936767578,18675000
2021-07-30,73.33858489990234,21062100
2021-08-02,73.15684509277344,27274400
2021-08-03,73.2406005859375,16058700
2021-08-04,73.10659790039062,17113300
2021-08-05,73.27410125732422,15465700
2021-08-06,73.19035339355469,12923200
2021-08-09,73.02281188964844,10788700
2021-08-10,72.85530853271484,31522900
2021-08-11,72.97256469726562,15834400
2021-08-12,73.09820556640625,14127800
2021-08-13,73.25736999511719,10016800
2021-08-16,73.28245544433594,12598100
2021-08-17,73.11495208740234,18468400
2021-08-18,72.94743347167969,12147600
2021-08-19,72.93905639648438,20026700
2021-08-20,73.11495208740234,16784100
2021-08-23,73.34112548828125,21933100
2021-08-24,73.44163513183594,20828100
2021-08-25,73.51700592041016,19085400
2021-08-26,73.47515106201172,17676100
2021-08-27,73.67616271972656,18519700
2021-08-30,73.76829528808594,11640000
2021-08-31,73.78502655029297,19163900
2021-09-01,73.84805297851562,22973500
2021-09-02,73.94047546386719,16521300
2021-09-03,73.94889068603516,6491000
2021-09-07,73.75563049316406,11728800
2021-09-08,73.83965301513672,13020900
2021-09-09,73.90687561035156,23024700
2021-09-10,73.79763793945312,16112600
2021-09-13,73.9825210571289,17136900
2021-09-14,73.94889068603516,20108000
2021-09-15,74.05813598632812,17069500
2021-09-16,74.03292083740234,13859700
2021-09-17,73.94047546386719,38948500
2021-09-20,73.68002319335938,49641000
2021-09-21,73.80603790283203,27304200
2021-09-22,73.94047546386719,24344800
2021-09-23,73.97410583496094,27590300
2021-09-24,73.86487579345703,21713200
2021-09-27,73.79763793945312,17652900
2021-09-28,73.46157836914062,35515900
2021-09-29,73.59600067138672,19783400
2021-09-30,73.51195526123047,41680700
2021-10-01,73.68816375732422,30062800
2021-10-04,73.42682647705078,24726400
2021-10-05,73.39310455322266,22347700
2021-10-06,73.35092163085938,28905900
2021-10-07,73.35936737060547,29054000
2021-10-08,73.14021301269531,28064300
2021-10-11,72.9125747680664,16068400
2021-10-12,73.04747772216797,32922200
2021-10-13,73.2413558959961,29370400
2021-10-14,73.65445709228516,26937000
2021-10-15,73.52799224853516,29782900
2021-10-18,73.49425506591797,20338400
2021-10-19,73.54483032226562,26103300
2021-10-20,73.57012939453125,19720100
2021-10-21,73.38468933105469,19273600
2021-10-22,73.2076187133789,20734400
2021-10-25,73.33409881591797,20230000
2021-10-26,73.35092163085938,19617200
2021-10-27,73.29193115234375,18521300
2021-10-28,73.4774169921875,16374700
2021-10-29,73.28352355957031,26521600
2021-11-01,73.20484924316406,29987000
2021-11-02,73.3824462890625,26441600
2021-11-03,73.52622985839844,22984200
2021-11-04,73.7207260131836,28989800
2021-11-05,73.9998550415039,27595000
2021-11-08,73.90679931640625,11957900
2021-11-09,73.96600341796875,13732600
2021-11-10,73.5516128540039,30438400
2021-11-11,73.42475891113281,10086100
2021-11-12,73.45012664794922,26392400
2021-11-15,73.36556243896484,17057100
2021-11-16,73.3993911743164,14302000
2021-11-17,73.3232650756836,17919200
2021-11-18,73.26405334472656,23421300
2021-11-19,73.20484924316406,45282700
2021-11-22,72.92578887939453,26266000
2021-11-23,72.82428741455078,33967100
2021-11-24,72.807373046875,31158800
2021-11-26,72.28303527832031,36123400
2021-11-29,72.73127746582031,31728900
2021-11-30,72.42679595947266,35465700
2021-12-01,72.43701934814453,41845200
2021-12-02,72.9715576171875,42383500
2021-12-03,72.9715576171875,47368800
2021-12-06,73.2939682006836,28211300
2021-12-07,73.68427276611328,42893500
2021-12-08,73.66732788085938,26598200
2021-12-09,73.33641815185547,24939100
2021-12-10,73.50609588623047,20247200
2021-12-13,73.50609588623047,17125800
2021-12-14,73.37882995605469,20310500
2021-12-15,73.65882873535156,31699000
2021-12-16,73.60433197021484,27374000
2021-12-17,73.53623962402344,27248200
2021-12-20,73.40853118896484,27560400
2021-12-21,73.80015563964844,24390500
2021-12-22,73.9959716796875,17433300
2021-12-23,74.20886993408203,15612100
2021-12-27,74.28547668457031,13396700
2021-12-28,74.25143432617188,17150700
2021-12-29,74.13218688964844,16760300
2021-12-30,74.0981674194336,12326100
2021-12-31,74.08112335205078,11505300
2022-01-03,74.04708862304688,35368400
2022-01-04,73.85977935791016,33609900
2022-01-05,73.28931427001953,44808500
2022-01-06,73.29784393310547,42823200
2022-01-07,73.11053466796875,34630100
2022-01-10,73.17013549804688,52621800
2022-01-11,73.51069641113281,32513100
2022-01-12,73.62989044189453,24621400
2022-01-13,73.36595916748047,31699700
2022-01-14,73.29784393310547,31046200
2022-01-18,72.94025421142578,46331500
2022-01-19,72.87212371826172,31390200
2022-01-20,72.73591613769531,38217700
2022-01-21,72.74443817138672,57098000
2022-01-24,72.66779327392578,79230800
2022-01-25,72.45494079589844,43642700
2022-01-26,72.2080307006836,63574900
2022-01-27,71.89302062988281,47351000
2022-01-28,72.09733581542969,51496700
2022-01-31,72.11437225341797,78932100
2022-02-01,72.40062713623047,42377300
2022-02-02,72.51170349121094,29261500
2022-02-03,71.86227416992188,44760800
2022-02-04,71.58031463623047,65508300
2022-02-07,71.52906036376953,37620700
2022-02-08,71.4521713256836,39549000
2022-02-09,71.82811737060547,37641800
2022-02-10,70.879638671875,57751400
2022-02-11,70.63182830810547,58997100
2022-02-14,70.5122299194336,36550200
2022-02-15,70.63182830810547,32724800
2022-02-16,71.02490997314453,38996000
2022-02-17,70.725830078125,30755200
2022-02-18,70.82836151123047,43848800
2022-02-22,70.6659927368164,37004300
2022-02-23,70.53785705566406,36545400
2022-02-24,71.04199981689453,56132500
2022-02-25,71.443603515625,44118800
2022-02-28,71.494873046875,54006400
2022-03-01,71.29507446289062,43268500
2022-03-02,71.46656799316406,41489200
2022-03-03,71.25215911865234,23594200
2022-03-04,70.78904724121094,32141100
2022-03-07,70.17158508300781,43675900
2022-03-08,69.92283630371094,57474500
2022-03-09,70.50602722167969,31143000
2022-03-10,69.91424560546875,46408900
2022-03-11,69.40826416015625,40097000
2022-03-14,68.58493041992188,61536700
2022-03-15,69.09950256347656,57385300
2022-03-16,70.06863403320312,66254800
2022-03-17,70.54891967773438,48573700
2022-03-18,70.78045654296875,59780500
2022-03-21,69.96570587158203,62364300
2022-03-22,70.325927734375,40148600
2022-03-23,70.1029281616211,36294900
2022-03-24,70.24872589111328,18435800
2022-03-25,69.74272918701172,36497500
2022-03-28,70.18013000488281,26886100
2022-03-29,71.04632568359375,49781100
2022-03-30,70.83190155029297,43905200
2022-03-31,70.57462310791016,40717600
2022-04-01,70.56947326660156,31316100
2022-04-04,71.10336303710938,32710900
2022-04-05,70.18197631835938,51886400
2022-04-06,69.63084411621094,67118000
2022-04-07,69.51890563964844,42831400
2022-04-08,69.09693908691406,42177200
2022-04-11,68.62335205078125,42293400
2022-04-12,69.14862060546875,38031000
2022-04-13,69.56196594238281,31635500
2022-04-14,69.09693908691406,45130400
2022-04-18,68.9850082397461,20864100
2022-04-19,68.92474365234375,29920800
2022-04-20,69.1400146484375,25769700
2022-04-21,68.6664047241211,38695100
2022-04-22,68.25303649902344,28243000
2022-04-25,68.8299789428711,35914500
2022-04-26,68.42526245117188,31171600
2022-04-27,68.08942413330078,37598600
2022-04-28,68.46830749511719,30808800
2022-04-29,67.62440490722656,35697100
2022-05-02,67.62873840332031,38674400
2022-05-03,67.98316955566406,42665700
2022-05-04,68.67476654052734,55154900
2022-05-05,67.45584869384766,53807900
2022-05-06,67.0754623413086,39256900
2022-05-09,66.3665771484375,38442700
2022-05-10,66.74694061279297,48419700
2022-05-11,66.34929656982422,42473500
2022-05-12,66.32335662841797,49069700
2022-05-13,66.40116119384766,49084400
2022-05-16,66.30608367919922,33300100
2022-05-17,66.24555206298828,41666500
2022-05-18,65.700927734375,47647800
2022-05-19,66.1418228149414,53929100
2022-05-20,66.09857940673828,56691000
2022-05-23,66.35794067382812,29917100
2022-05-24,66.75559997558594,42246500
2022-05-25,67.76705932617188,56661500
2022-05-26,68.7093276977539,64773400
2022-05-27,69.3231201171875,52813100
2022-05-31,68.72663116455078,68424700
2022-06-01,68.47237396240234,87646100
2022-06-02,68.7587661743164,34752500
2022-06-03,68.24671936035156,36008000
2022-06-06,67.73470306396484,35756100
2022-06-07,67.89090728759766,31499900
2022-06-08,67.3094253540039,25361600
2022-06-09,66.77139282226562,49468700
2022-06-10,65.6345443725586,59907000
2022-06-13,63.43889617919922,122714600
2022-06-14,63.855445861816406,62818600
2022-06-15,65.09646606445312,70628200
2022-06-16,64.0637435913086,61583400
2022-06-17,64.26333618164062,49281000
2022-06-21,64.21995544433594,45924600
2022-06-22,64.20260620117188,38204800
2022-06-23,64.66255187988281,30961800
2022-06-24,65.12250518798828,38198600
2022-06-27,64.72329711914062,25658200
2022-06-28,64.01170349121094,39303800
2022-06-29,63.91621780395508,36806800
2022-06-30,63.88150405883789,45139900
2022-07-01,64.49083709716797,38849300
2022-07-05,64.42982482910156,38316200
2022-07-06,64.18572998046875,44706000
2022-07-07,65.23182678222656,44430400
2022-07-08,65.28412628173828,31230300
2022-07-11,64.9179916381836,28213700
2022-07-12,65.17951202392578,24036500
2022-07-13,65.1097640991211,46874900
2022-07-14,64.98773193359375,53953100
2022-07-15,65.81587982177734,48360800
2022-07-18,65.17951202392578,33302800
2022-07-19,66.04254150390625,31028200
2022-07-20,66.33019256591797,82881900
2022-07-21,67.11475372314453,52282000
2022-07-22,67.02757263183594,51055800
2022-07-25,67.01014709472656,26032000
2022-07-26,66.53941345214844,24151200
2022-07-27,67.27166748046875,35075700
2022-07-28,67.96031951904297,42335900
2022-07-29,68.16082000732422,33606800
2022-08-01,68.18183898925781,31595600
2022-08-02,67.86677551269531,40604400
2022-08-03,68.46188354492188,35660900
2022-08-04,68.64566802978516,24386400
2022-08-05,68.29561614990234,31006700
2022-08-08,68.35687255859375,19465600
2022-08-09,67.84927368164062,24675700
2022-08-10,68.86444091796875,38121800
2022-08-11,68.47064208984375,37778700
2022-08-12,69.08323669433594,16912300
2022-08-15,68.9607162475586,18441100
2022-08-16,68.63690948486328,22963200
2022-08-17,67.92805480957031,28774600
2022-08-18,68.03306579589844,19089300
2022-08-19,67.34170532226562,45428900
2022-08-22,66.58032989501953,42014200
2022-08-23,66.74661254882812,33240000
2022-08-24,66.82537841796875,16917400
2022-08-25,67.45549011230469,20080000
2022-08-26,66.34402465820312,34460600
2022-08-29,66.09026336669922,28020200
2022-08-30,65.58267974853516,66233900
2022-08-31,65.223876953125,39161800
2022-09-01,65.39624786376953,38499700
2022-09-02,65.35226440429688,22364500
2022-09-06,65.17637634277344,28820900
2022-09-07,66.1174087524414,26853200
2022-09-08,66.40764617919922,26928000
2022-09-09,66.67146301269531,29526800
2022-09-12,66.87373352050781,30276100
2022-09-13,65.35226440429688,47111300
2022-09-14,65.44904327392578,29672400
2022-09-15,65.03568267822266,46282300
2022-09-16,65.25553894042969,56479900
2022-09-19,65.50179290771484,26891900
2022-09-20,64.83341979980469,32769500
2022-09-21,64.63990783691406,37851300
2022-09-22,64.25296020507812,48278100
2022-09-23,63.435081481933594,53312000
2022-09-26,62.687522888183594,42287400
2022-09-27,62.55561447143555,45295500
2022-09-28,63.672523498535156,48935800
2022-09-29,63.07448196411133,38068800
2022-09-30,62.78428268432617,42928700
2022-10-03,63.607086181640625,48967900
2022-10-04,64.97698974609375,45901300
2022-10-05,64.72067260742188,47833500
2022-10-06,64.52622985839844,37196000
2022-10-07,63.739662170410156,33983000
2022-10-10,62.96190643310547,37759700
2022-10-11,63.1563720703125,46344600
2022-10-12,63.26240539550781,32784800
2022-10-13,63.40383529663086,48832500
2022-10-14,63.20054626464844,37152100
2022-10-17,63.9782829284668,33820000
2022-10-18,64.42902374267578,37648400
2022-10-19,63.81034851074219,33194000
2022-10-20,63.456844329833984,47281100
2022-10-21,64.06666564941406,60211200
2022-10-24,64.11084747314453,29551200
2022-10-25,64.72953033447266,37459200
2022-10-26,64.90629577636719,50552100
2022-10-27,65.3835220336914,49481500
2022-10-28,65.8873062133789,123446800
2022-10-31,64.89744567871094,60269700
2022-11-01,65.28780364990234,39586700
