,hour,AETH_Price,CBETH_Price,ETHX_Price,EZETH_Price,LBTC_Price,LSETH_Price,METH_Price,OSETH_Price,RETH_Price,RSETH_Price,SFRXETH_Price,SWETH_Price,WEETH_Price,WSTETH_Price
0,2024-12-13 03:00:00,4544.04,4201.88,4034.26,3972.19,99306.0,4105.9,4078.29,3996.05,4336.13,3982.66,4253.19,4153.62,4087.58,4595.6
