date,AETH comp,CBETH comp,ETHX comp,EZETH comp,RETH comp,WSTETH comp,SFRXETH comp,METH comp,RSETH comp,OSETH comp,LBTC comp,WEETH comp,SWETH comp,LSETH comp
2024-12-13 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
