symbol,token_address,latest_hour,latest_price,sixty_day_price,sixty_d_return,rolling_7d_avg,rolling_30d_avg,volume,average_order,__row_index
COW,0x177127622c4a00f3d409b75571e12cb3c8973d3c,2024-12-14 03:00:00+00:00,0.700517,0.288544,1.427764916,0.5194681538,0.4297008571,9110270.08,155.013017985,0
GNO,0x9c58bacc331c9aa871afd802db6379a98e80cedb,2024-12-14 03:00:00+00:00,293.47,186.22,0.5759316937,283.729763314,271.585325936,24538743.28,139.794816275,1
WETH,0x6a023ccd1ff6f2045c3309768ead9e68f978f6e1,2024-12-14 03:00:00+00:00,3934.46,2633.73,0.4938737076,3866.789171598,3531.571789182,47440032.33,175.437418476,2
