Date,DOLA comp,GNS comp,HDN comp,HEGIC comp,SEED comp,USD+ comp
2025-02-22 05:00:00+00:00,0.0,0.0,0.0,1.0,0.0,0.0
2025-02-22 06:00:00+00:00,0.0,0.0,0.0,1.0,0.0,0.0
2025-02-22 07:00:00+00:00,0.0,0.0,0.0,1.0,0.0,0.0
2025-02-22 08:00:00+00:00,0.0,0.0,0.0,1.0,0.0,0.0
2025-02-22 09:00:00+00:00,0.0,0.0,0.0,1.0,0.0,0.0
