,Return
2025-02-22 05:00:00+00:00,100.0
2025-02-22 06:00:00+00:00,99.82108919570382
2025-02-22 07:00:00+00:00,99.9294040448604
2025-02-22 08:00:00+00:00,99.89926956041234
2025-02-22 09:00:00+00:00,100.03734644533282
